Ignition Date,Agency,Office,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Burned,Location
4/27/2021,U.S. Forest Service,Coconino,Red Rock,COF0608B,Upper Beaver Creek (UBC) Red Rock,600,0,(34.78947671553237; -111.54163485717774)
4/28/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111bB,Tumbleweed burning on SR389,2,1,(36.87775205597396; -112.88252223205566)
4/28/2021,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,10,5,(36.008821323449276; -112.1216669998169)
4/29/2021,U.S. Forest Service,Coconino,Red Rock,COF0608B,Upper Beaver Creek (UBC) Red Rock,600,0,(34.7869390797785; -111.53202182006837)
4/30/2021,U.S. Forest Service,Coconino,Red Rock,COF0608B,Upper Beaver Creek (UBC) Red Rock,600,540,(34.7890537816624; -111.53185015869141)
5/1/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,117,0,(35.98600000000022; -112.08200000000002)
5/1/2021,U.S. Forest Service,Coconino,Red Rock,COF0608B,Upper Beaver Creek (UBC) Red Rock,600,400,(34.78454235209554; -111.5534794921875)
5/2/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,223,0,(35.97588865246464; -112.09040588378906)
5/3/2021,National Park Service,,Grand Canyon Park,GCP0220B,Bright Angel ,30,12,(36.219055055353344; -112.06405586242676)
5/3/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,920,800,(34.80726778172366; -111.45735147094726)
5/3/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,100,0,(35.970331680071254; -112.08765930175781)
5/3/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,1800,240,(35.41025219960865; -111.6274939880371)
5/4/2021,National Park Service,,Grand Canyon Park,GCP0220B,Bright Angel ,30,7,(36.214; -112.06470000000001)
5/4/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,1200,1100,(34.79683703076325; -111.46155717468261)
5/4/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,117,0,(35.98491789823465; -112.0800203704834)
5/5/2021,National Park Service,,Grand Canyon Park,GCP0220B,Bright Angel ,20,20,(36.214; -112.06470000000001)
5/5/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,1100,0,(34.7801309847591; -111.46850946044921)
5/6/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,700,550,(34.784501669621655; -111.4674794921875)
5/9/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF804B,Bar M,1414,0,(34.91090458955451; -111.40184518432618)
5/10/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF804B,Bar M,1414,0,(34.904992049047145; -111.40459176635743)
5/10/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF804B,Bar M,1140,0,(34.89865671177147; -111.40373345947268)
5/10/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,1000,0,(34.773504020866845; -111.44859674072265)
5/11/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,475,425,(34.780060487944624; -111.44679429626464)
5/11/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF802B,Flagstaff WUI,135,135,(35.18507867196816; -111.72866952514647)
6/3/2021,Arizona State Parks,,Buckskin Mountain State Park,BMS1601P,Buckskin Piles,1,1,(34.250400867210054; -114.13562469482423)
7/26/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,27,0,(34.51224360372521; -112.3829595336914)
7/28/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,27,0,(34.51238505346109; -112.38321702575684)
7/30/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,1,1,(35.20646105176818; -112.17452068328858)
8/2/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,1,0,(35.25835575138887; -111.95420715332031)
8/3/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,10,10,(31.482436185213995; -110.3326385498047)
8/4/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111bB,Tumbleweed burning on SR389,2,0,(36.87754608322584; -112.88183558654785)
8/4/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,10,7,(31.469116480314636; -110.33986645507814)
8/5/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111bB,Tumbleweed burning on SR389,2,0,(36.877202794075295; -112.8802048034668)
8/5/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,10,10,(31.468823652437568; -110.33608990478517)
8/9/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,15,15,(31.46955572041276; -110.33583241271974)
8/10/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,15,15,(31.47021457669554; -110.33334332275392)
8/10/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,1,1,(35.25947711454247; -111.94596740722656)
8/11/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,20,2,(31.47182509475294; -110.37849026489259)
8/16/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,20,20,(31.520420414897234; -110.38509922790529)
8/17/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,20,0,(31.52327387278452; -110.3817518310547)
8/19/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,27,(34.5146482165785; -112.38364617919922)
8/20/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,30,(34.50630249800426; -112.38192956542969)
8/21/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,8,(34.50616103794397; -112.38368909454346)
8/22/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,5,(34.49685951214054; -112.37832467651367)
8/23/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,0,(34.501315885948955; -112.38180081939697)
8/24/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,20,20,(31.520859414091387; -110.38458424377443)
8/25/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,20,20,(31.47336238159454; -110.37359791564943)
8/30/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,20,20,(31.47336238159454; -110.37162380981447)
8/30/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,30,(34.50771708540171; -112.3756639251709)
8/31/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,20,0,(31.47365519527311; -110.36844807434083)
8/31/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,1,1,(31.546683568574338; -110.32561856079103)
8/31/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,20,(34.50913164878938; -112.37849633789062)
9/1/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,30,(34.49555084918976; -112.3716298828125)
9/2/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,30,(34.48872050432366; -112.36497075653077)
9/3/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,30,(34.47885475206977; -112.36218850708008)
9/4/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,30,(34.47376036219511; -112.3577253112793)
9/5/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,30,(34.462155313113946; -112.36304681396484)
9/6/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,0,(34.47376036219511; -112.3577253112793)
9/7/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,4,4,(31.54672014163115; -110.37662344741823)
9/7/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,0,(34.48295833993141; -112.36373345947266)
9/14/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,10,10,(31.473948008035595; -110.3707655029297)
9/16/2021,Department of Defense,,Ft Huachuca,XXH1502P,Fort Piles 20,8,8,(31.47350878854834; -110.37342625427247)
9/28/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.448; -110.75262670898438)
9/29/2021,Arizona Snowbowl,Arizona Snowbowl,Arizona Snowbowl,AZSNO2101P,Snowbowl Machine Piles,1,1,(35.329299760244595; -111.71310212707519)
9/30/2021,U.S. Forest Service,Coconino,Mogollon ,COF0703P,Bly Pit,2,2,(34.674; -111.118)
10/3/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0437B,Russell,444,200,(35.897; -111.89499999999998)
10/4/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0437B,Russell,1043,534,(35.897; -111.89499999999998)
10/5/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0437B,Russell,500,0,(35.897; -111.89499999999998)
10/5/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,178,50,(35.18043310752074; -112.07465820312501)
10/5/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,90,90,(35.352; -112.082)
10/6/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,140,140,(35.213; -112.377)
10/6/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,135,135,(35.341; -112.08651498413086)
10/7/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,300,246,(35.17094971082971; -112.04993743896485)
10/12/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,60,0,(35.27075996766635; -112.06655952453613)
10/12/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,398,398,(35.168915010993864; -112.173876953125)
10/13/2021,Arizona Snowbowl,Arizona Snowbowl,Arizona Snowbowl,AZSNO2101P,Snowbowl Machine Piles,2,1,(35.33273087708439; -111.69958379364013)
10/13/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,60,40,(35.2727921158333; -112.05617401123047)
10/13/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,27,(34.5837864822316; -112.5587407836914)
10/14/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,25,(34.448566864061775; -112.43814866638184)
10/15/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,10,(34.49222604553258; -112.35429208374023)
10/16/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,10,(34.49767299497338; -112.34279077148437)
10/17/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,7,(34.49597528266763; -112.3580686340332)
10/18/2021,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,5,0,(35.998336588023705; -112.03339013671875)
10/18/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0772P,Lakeside Piles,30,0,(34.25250338886943; -109.80459650793456)
10/18/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,0,(34.50078537774872; -112.34948556518555)
10/18/2021,U.S. Forest Service,,Payson,TNF0531P,Chamberlain,100,0,(34.282; -110.91589999999996)
10/19/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0772P,Lakeside Piles,30,15,(34.252; -109.803846)
10/19/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,50,36,(34.48373658382334; -112.35154550170898)
10/19/2021,U.S. Forest Service,Coconino,Mogollon ,COF0703P,Bly Pit,2,2,(34.674; -111.118)
10/19/2021,U.S. Forest Service,,Payson,TNF0531P,Chamberlain,150,150,(34.25802569746901; -110.91222344970703)
10/19/2021,U.S. Forest Service,Coconino,Mogollon ,COF0703P,Bly Pit,2,2,(34.674; -111.118)
10/20/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0772P,Lakeside Piles,15,15,(34.256; -109.801096)
10/20/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,25,20,(34.48267534035234; -112.35274713134766)
10/20/2021,U.S. Forest Service,,Payson,TNF0531P,Chamberlain,150,150,(34.282; -110.91589999999996)
10/21/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,40,11,(34.47407877067449; -112.37038533782959)
10/25/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,600,0,(34.75954335568843; -111.46181466674804)
10/25/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,228,228,(35.977; -112.065)
10/26/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,150,150,(34.47453869188883; -112.35798280334473)
10/27/2021,Arizona Snowbowl,Arizona Snowbowl,Arizona Snowbowl,AZSNO2101P,Snowbowl Machine Piles,1,1,(35.33021172995469; -111.70069389343263)
10/27/2021,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,5,3,(35.99531589234151; -112.12175283050537)
10/27/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,150,75,(34.47521087987303; -112.35849778747559)
10/28/2021,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,5,2,(35.995142285625846; -112.12136659240723)
10/28/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF637B,Cerro Trigo,33,0,(34.20161106418529; -109.54445533752443)
10/28/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,28,(34.47397263464969; -112.36991326904297)
11/1/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0774B,Rodeo-Chediski Broadcast East,601,601,(34.220732396765825; -110.11059991455078)
11/1/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,600,0,(34.628; -111.45100000000002)
11/1/2021,U.S. Forest Service,,Payson,TNF0406B,Pine/Strawberry,200,200,(34.37253038921547; -111.47287777709963)
11/1/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF637B,Cerro Trigo,33,33,(34.20161106418529; -109.54445533752443)
11/2/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,100,78,(35.2158526513686; -111.69520072937013)
11/2/2021,U.S. Forest Service,,Payson,TNF0406B,Pine/Strawberry,500,100,(34.40233240356685; -111.54727152633669)
11/2/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF0630B,Mineral Broadcast,760,400,(34.205; -109.543)
11/3/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1606B,Rogers Lake,100,0,(35.128784102567984; -111.74781494140626)
11/3/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),1011,1011,(34.42153249826554; -110.63448474121093)
11/3/2021,U.S. Forest Service,,Payson,TNF0406B,Pine/Strawberry,500,150,(34.40079209602815; -111.56059674072267)
11/3/2021,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF143B,Wallow West,500,500,(33.72830211055699; -109.45397265625)
11/3/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,202,202,(35.344; -111.791)
11/3/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF0630B,Mineral Broadcast,800,200,(34.205; -109.543)
11/4/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,100,0,(35.2158526513686; -111.69520072937013)
11/4/2021,U.S. Forest Service,,Payson,TNF0406B,Pine/Strawberry,500,0,(34.39951733731194; -111.56257084655763)
11/4/2021,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,55,55,(34.67087085465724; -112.14826564025877)
11/4/2021,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF143B,Wallow West,500,500,(33.72773103935748; -109.45809252929688)
11/4/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),343,343,(34.41; -110.627)
11/4/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,553,0,(35.34320833317929; -111.79700959777831)
11/4/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF639B,Wallow West Unit 5,500,500,(34.03999999999999; -109.39068664550781)
11/5/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,100,88,(35.2158526513686; -111.69520072937013)
11/5/2021,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,35,20,(34.6688826353297; -112.12955862426757)
11/5/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),470,250,(34.39050105975728; -110.63638813781738)
11/5/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF639B,Wallow West Unit 5,1000,875,(34.03177201005478; -109.40311434936525)
11/6/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,100,100,(35.2158526513686; -111.69520072937013)
11/6/2021,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF143B,Wallow West,2500,2500,(33.72580364600435; -109.46341403198242)
11/6/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),1029,400,(34.38974543234133; -110.66327641296387)
11/6/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF639B,Wallow West Unit 5,2500,1500,(34.03177201005478; -109.40311434936525)
11/7/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,100,0,(35.2158526513686; -111.69520072937013)
11/7/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),1965,1300,(34.40794511085436; -110.64878469848632)
11/7/2021,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF143B,Wallow West,2500,50,(33.7274455023327; -109.46513064575196)
11/7/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF639B,Wallow West Unit 5,2500,1500,(34.03177201005478; -109.40311434936525)
11/8/2021,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF143B,Wallow West,1000,500,(33.723733434561595; -109.46152575683594)
11/8/2021,U.S. Forest Service,Prescott,Bradshaw,PNF2005B,Bradshaw Landscape,415,400,(34.5108992946454; -112.47296450805663)
11/8/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,600,150,(34.75700479924986; -111.46078469848632)
11/8/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),1965,265,(34.41275261031902; -110.62830493164061)
11/8/2021,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,408,408,(34.23535731444559; -110.82450448608395)
11/8/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,241,241,(35.97019275074935; -112.08092159271239)
11/8/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,553,553,(35.34544869341718; -111.80044282531738)
11/8/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF639B,Wallow West Unit 5,542,542,(34.03177201005478; -109.40311434936525)
11/9/2021,U.S. Forest Service,Prescott,Bradshaw,PNF2005B,Bradshaw Landscape,200,0,(34.50686781120505; -112.47193453979492)
11/9/2021,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,700,0,(34.74882447537136; -111.46061303710937)
11/9/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF804B,Bar M,1216,1216,(34.873873810693354; -111.42742272949219)
11/9/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,1500,160,(35.92916317784985; -112.02770656585692)
11/10/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),1000,1000,(34.32; -110.512)
11/10/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0439B,Blue Stem,1069,1069,(35.873; -111.94)
11/11/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0774B,Rodeo-Chediski Broadcast East,2711,800,(34.228; -110.268)
11/11/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),3000,3000,(34.32; -110.512)
11/12/2021,U.S. Forest Service,Prescott,Bradshaw,PNF2005B,Bradshaw Landscape,750,750,(34.44746925842473; -112.4529659576416)
11/12/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),1655,655,(34.31943289650417; -110.51405993652344)
11/12/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0439B,Blue Stem,300,300,(35.874928278289964; -111.88279602050781)
11/12/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0774B,Rodeo-Chediski Broadcast East,2711,450,(34.228; -110.268)
11/13/2021,U.S. Forest Service,Prescott,Bradshaw,PNF2005B,Bradshaw Landscape,750,750,(34.44637216338441; -112.45494006347656)
11/13/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0774B,Rodeo-Chediski Broadcast East,2711,410,(34.228; -110.2168)
11/13/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),500,500,(34.343; -110.517)
11/14/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0774B,Rodeo-Chediski Broadcast East,2711,0,(34.228; -110.268)
11/14/2021,U.S. Forest Service,Prescott,Bradshaw,PNF2005B,Bradshaw Landscape,500,100,(34.451397448302636; -112.46506808471679)
11/14/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),500,500,(34.343; -110.517)
11/15/2021,Arizona Department of Forestry and Fire Management,,Northern District,A1S222B,Flagstaff WUI,200,0,(35.191407145969514; -111.7579321899414)
11/15/2021,Arizona Department of Forestry and Fire Management,,Central District,A4S1902B,Camp LoMia Broadcast,25,5,(34.416464043742536; -111.44324474334718)
11/15/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0774B,Rodeo-Chediski Broadcast East,2711,0,(34.228; -110.268)
11/15/2021,U.S. Forest Service,Prescott,Bradshaw,PNF2005B,Bradshaw Landscape,500,0,(34.44916795780016; -112.4677717514038)
11/15/2021,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),500,0,(34.343; -110.517)
11/15/2021,U.S. Forest Service,Kaibab,Williams,KNF0146B,Marteen,515,0,(35.43938580259256; -111.97883938598633)
11/15/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,1465,1465,(35.928363914544754; -112.01968139648437)
11/15/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0773B,Lakeside East Broadcast,278,230,(34.22026366865112; -109.82067877197265)
11/16/2021,Arizona Department of Forestry and Fire Management,,Central District,A4S1902B,Camp LoMia Broadcast,50,5,(34.416464043742536; -111.44324474334718)
11/16/2021,Arizona Department of Forestry and Fire Management,,Northern District,A1S222B,Flagstaff WUI,400,0,(35.08892881180268; -111.786958984375)
11/16/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111bB,Tumbleweed burning on SR389,2,2,(36.87857594141555; -112.88535464477539)
11/16/2021,National Park Service,,Grand Canyon Park,GCP0145B,RX 300,400,200,(36.014; -112.05680000000001)
11/16/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,100,0,(35.974621002578616; -112.09508365631106)
11/16/2021,U.S. Forest Service,Apache Sitgreaves,Clifton,ASF327B,EEMS Phase 1,1500,0,(33.53384196430919; -109.4046371459961)
11/16/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF805B,West Fork,670,670,(35.088354523995655; -111.77884635925292)
11/16/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0773B,Lakeside East Broadcast,278,48,(34.21955394737833; -109.82067877197265)
11/17/2021,Arizona Department of Forestry and Fire Management,,Central District,A4S1902B,Camp LoMia Broadcast,50,15,(34.416464043742536; -111.44324474334718)
11/17/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111bB,Tumbleweed burning on SR389,2,2,(36.878163999805466; -112.88037646484375)
11/17/2021,National Park Service,,Grand Canyon Park,GCP0145B,RX 300,200,0,(36.014; -112.05680000000001)
11/17/2021,U.S. Forest Service,Kaibab,Williams,KNF0146B,Marteen,515,515,(35.434071039500914; -111.97437619018555)
11/17/2021,U.S. Forest Service,Apache Sitgreaves,Clifton,ASF327B,EEMS Phase 1,1500,1000,(33.55517468743713; -109.33770874023438)
11/18/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111bB,Tumbleweed burning on SR389,2,0,(36.87486838693627; -112.86870349121094)
11/18/2021,Arizona State Parks,,Buckskin Mountain State Park,BMS1601P,Buckskin Piles,1,1,(34.250400867210054; -114.13562469482423)
11/18/2021,National Park Service,,Grand Canyon Park,GCP0145B,RX 300,200,191,(36.014; -112.05680000000001)
11/18/2021,U.S. Forest Service,Apache Sitgreaves,Clifton,ASF327B,EEMS Phase 1,1500,500,(33.55145195303066; -109.32877392578123)
11/18/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF0630B,Mineral Broadcast,500,500,(34.1879974536943; -109.64518143463135)
11/19/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111bB,Tumbleweed burning on SR389,4,0,(36.87376981771238; -112.86527026367187)
11/19/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0439B,Blue Stem,760,759,(35.878822895648256; -111.84228393554687)
11/19/2021,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF0630B,Mineral Broadcast,276,276,(34.205; -109.543)
11/22/2021,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1111cB,Tumbleweed burning on US 89A,4,4,(36.85673997440824; -112.2996982421875)
11/29/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,10,10,(34.19674361877974; -110.80871716308594)
11/30/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,2000,2000,(34.199725214811856; -110.812150390625)
11/30/2021,U.S. Forest Service,Kaibab,North Kaibab,KNF0358B,Big Saddle,957,800,(36.44907153666564; -112.40150146484376)
12/1/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,2000,2000,(34.15811532564953; -110.81489697265626)
12/1/2021,U.S. Forest Service,Kaibab,North Kaibab,KNF0358B,Big Saddle,500,157,(36.44907153666564; -112.40150146484376)
12/2/2021,National Park Service,,Grand Canyon Park,GCP0245B,North Rim Slopes Rx,30,14,(36.23741630399775; -112.0702318725586)
12/2/2021,U.S. Forest Service,Kaibab,North Kaibab,KNF0357B,KPERP FY22-23,500,472,(36.73143641622218; -112.17300552368164)
12/2/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,2000,2000,(34.16379706597833; -110.86570874023438)
12/3/2021,National Park Service,,Grand Canyon Park,GCP0245B,North Rim Slopes Rx,500,350,(36.34699784842244; -112.23399682617188)
12/3/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,108,50,(35.977; -112.065)
12/3/2021,U.S. Forest Service,Kaibab,North Kaibab,KNF0357B,KPERP FY22-23,3000,2500,(36.690152043692294; -112.17300552368164)
12/3/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,2000,2000,(34.188224192012996; -110.84854260253907)
